"","Code","Texte","Regroupement"
"7142","QZNP024","Séance de destruction de lésion cutanée sur 30 cm² à 60 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7143","QZNP021","Séance de destruction de lésion cutanée sur 60 cm² à 100 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7144","QZNP002","Séance de destruction de lésion cutanée sur 100 cm² à 200 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7145","QZNP019","Séance de destruction de lésion cutanée sur 200 cm² à 350 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7146","QZNP009","Séance de destruction de lésion cutanée sur 350 cm² à 500 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7147","QZNP015","Séance de destruction de lésion cutanée sur 500 cm² à 700 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7148","QZNP017","Séance de destruction de lésion cutanée sur plus de 700 cm², avec laser vasculaire ou avec lampe flash","ATM"
"7149","QZNP023","Séance de destruction de lésion cutanée pigmentaire sur moins de 30 cm², avec laser cristal commuté [Q switched] ou avec lampe flash","ATM"
"7150","QZNP016","Séance de destruction de lésion cutanée pigmentaire sur 30 cm² à 60 cm², avec laser cristal commuté [Q switched] ou avec lampe flash","ATM"
"7151","QZNP008","Séance de destruction de lésion cutanée pigmentaire sur 60 cm² à 100 cm², avec laser cristal commuté [Q switched] ou avec lampe flash","ATM"
"7152","QZNP010","Séance de destruction de lésion cutanée pigmentaire sur plus de 100 cm², avec laser cristal commuté [Q switched] ou avec lampe flash","ATM"
"7153","QANP003","Exfoliation épidermique [Peeling] du visage entier, par agent chimique","ATM"
"7154","QANP002","Exfoliation dermoépidermique moyenne du visage entier, par agent chimique","ATM"
"7155","QANP004","Exfoliation dermoépidermique profonde du visage entier, par agent chimique","ATM"
"7156","QZNP086","Destruction de lésion cutanée par photothérapie dynamique après application topique de produit photosensibilisant, sur moins de 10 cm²","ATM"
"7157","QZNP259","Destruction de lésion cutanée par photothérapie dynamique après application topique de produit photosensibilisant, sur 10 cm² ou plus","ATM"
"7158","QZFA028","Exérèse tangentielle de 1 à 5 lésions cutanées","ADC"
"7159","QZFA021","Exérèse tangentielle de 6 lésions cutanées ou plus","ADC"
"7160","QZFA010","Exérèse tangentielle de 1 à 20 molluscum contagiosum","ADC"
"7161","QZFA015","Exérèse tangentielle de 21 molluscum contagiosum ou plus","ADC"
"7162","QZFA013","Exérèse de 1 à 5 lésions cutanées, par curetage","ADC"
"7163","QZFA022","Exérèse de 6 lésions cutanées ou plus, par curetage","ADC"
"7164","QZFA036","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de moins de 5 cm²","ADC"
"7165","QZFA031","Exérèse de lésion superficielle de la peau par excision de 2 à 5 zones cutanées de moins de 5 cm²","ADC"
"7166","QZFA003","Exérèse de lésion superficielle de la peau par excision de 6 zones cutanées ou plus de moins de 5 cm²","ADC"
"7167","QZFA004","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 5 cm² à 10 cm²","ADC"
"7168","QZFA011","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 10 cm² à 50 cm²","ADC"
"7169","QZFA035","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 50 cm² à 200 cm²","ADC"
"7170","QZFA030","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de plus de 200 cm²","ADC"
"7171","QZFA008","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de moins de 5 cm², par technique chimiochirurgicale [technique de Mohs]","ADC"
"7172","QZFA033","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 5 cm² à 10 cm², par technique chimiochirurgicale [technique de Mohs]","ADC"
"7173","QZFA026","Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de plus de 10 cm², par technique chimiochirurgicale [technique de Mohs]","ADC"
"7174","QZFA002","Exérèse d'une lésion souscutanée susfasciale de moins de 3 cm de grand axe","ADC"
"7175","QZFA001","Exérèse de 2 à 5 lésions souscutanées susfasciales de moins de 3 cm de grand axe","ADC"
"7176","QZFA005","Exérèse de 6 lésions souscutanées susfasciales ou plus de moins de 3 cm de grand axe","ADC"
"7177","QZFA007","Exérèse de lésion souscutanée susfasciale de 3 cm à 10 cm de grand axe","ADC"
"7178","QZFA024","Exérèse de lésion souscutanée susfasciale de plus de 10 cm de grand axe","ADC"
"7179","PDFA001","Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux","ADC"
"7180","PDFA002","Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, avec dissection de gros tronc vasculaire et/ou nerveux","ADC"
"7181","PDFA003","Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la racine d'un membre, du pli du coude ou du creux poplité","ADC"
"7182","MJFA008","Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la paume de la main","ADC"
"7183","NJFA002","Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la plante du pied","ADC"
"7184","LCFA011","Exérèse d'une lipomatose cervicale [de Launois-Bensaude]","ADC"
"7185","QZEA020","Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface inférieure à 50 cm²","ADC"
"7186","QZEA039","Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 50 cm² à 200 cm²","ADC"
"7187","QZEA027","Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 200 cm² à 500 cm²","ADC"
"7188","QZEA005","Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 500 cm² à 1000 cm²","ADC"
"7189","QZEA036","Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface supérieure à 1000 cm²","ADC"
"7190","QZEA031","Autogreffe de peau totale sur une localisation de surface inférieure à 10 cm²","ADC"
"7191","QZEA024","Autogreffe de peau totale sur une localisation de surface égale ou supérieure à 10 cm²","ADC"
"7192","QZEA006","Autogreffe de peau totale sur plusieurs localisations","ADC"
"7193","QAEA015","Microgreffes de peau totale sur 1 à 5 cicatrices du visage","ADC"
"7194","QAEA014","Microgreffes de peau totale sur 6 cicatrices du visage, ou plus","ADC"
"7195","QZEA032","Autogreffe de peau en pastilles sur une surface inférieure à 10 cm²","ADC"
"7196","QZEA019","Autogreffe de peau en pastilles sur une surface de 10 cm² à 50 cm²","ADC"
"7197","QZEA026","Autogreffe de peau en pastilles sur une surface supérieure à 50 cm²","ADC"
"7198","QZLB002","Séance d'injection intradermique ou hypodermique de produit de comblement de dépression cutanée","ATM"
"7199","QZLB001","Injection souscutanée susfasciale de tissu adipeux","ATM"
"7200","QZEA045","Autogreffe souscutanée susfasciale de tissu celluloadipeux pour comblement de dépression cutanée, par abord direct","ADC"
"7201","QZEA044","Autogreffe souscutanée susfasciale de peau désépidermisée pour comblement de dépression cutanée, par abord direct","ADC"
"7202","QZEA901","Autogreffe de mélanocytes de transfert","ADC"
"7203","QZEA900","Autogreffe de mélanocytes de culture","ADC"
"7204","QZMA001","Réparation de perte de substance par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""], en dehors de l'extrémité céphalique","ADC"
"7205","QZMA004","Réparation de perte de substance par lambeau local ou régional cutané, fascial, fasciocutané, septocutané, musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, en dehors de l'extrémité céphalique","ADC"
"7206","QZMA005","Réparation de perte de substance par lambeau local ou régional cutané, fasciocutané ou ostéocutané, à pédicule vasculaire ou vasculonerveux anatomique, disséqué en îlot","ADC"
"7207","QZMA007","Réparation de perte de substance par lambeau local ou régional musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, disséqué en îlot","ADC"
"7208","QZMA003","Réparation de perte de substance par lambeau à distance cutané, fasciocutané ou musculocutané, à pédicule transitoire","ADC"
"7209","QZMA009","Réparation de perte de substance par lambeau à distance cutané, fasciocutané, musculaire, musculocutané ou ostéo-musculo-cutané, à pédicule définitif","ADC"
"7210","HPMA003","Réparation de perte de substance par lambeau pédiculé de grand omentum [épiploon], en situation extraabdominale","ADC"
"7211","QAMA015","Réparation de perte de substance du cuir chevelu par lambeau pédiculé","ADC"
"7212","QAMA002","Réparation de perte de substance de l'extrémité céphalique par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""]","ADC"
"7213","QAMA003","Réparation de perte de substance de l'extrémité céphalique par lambeau frontal à pédicule inférieur","ADC"
"7214","QAMA008","Réparation de perte de substance de l'extrémité céphalique par lambeau scalpant","ADC"
"7215","QAMA005","Réparation de perte de substance de l'extrémité céphalique par lambeau de fascia temporal","ADC"
"7216","QAMA004","Réparation de perte de substance de l'extrémité céphalique par lambeau de fascia temporal avec autogreffe de peau","ADC"
"7217","QAMA013","Réparation de perte de substance de l'extrémité céphalique par lambeau musculaire ou musculocutané","ADC"
"7218","QAMA012","Réparation de perte de substance de l'extrémité céphalique par lambeau de muscle temporal avec autogreffe de peau","ADC"
"7219","PZMA004","Réparation par lambeau libre cutané, fascial, fasciocutané ou souscutané, musculaire, musculocutané, musculotendineux ou osseux avec anastomoses vasculaires","ADC"
"7220","PZMA005","Réparation par lambeau libre ostéocutané, ostéomusculaire ou ostéo-musculo-cutané, avec anastomoses vasculaires","ADC"
"7221","HPMA002","Réparation de perte de substance par lambeau libre de grand omentum [épiploon], avec anastomoses vasculaires","ADC"
"7222","QZPA008","Autonomisation d'un lambeau","ADC"
"7223","QZPA004","Section du pédicule d’un lambeau à distance","ADC"
"7224","QZMA006","Modelage secondaire d'un lambeau","ADC"
"7225","QZMA002","Révision d’un lambeau libre pour ischémie, sans réfection des anastomoses vasculaires","ADC"
"7226","QZMA010","Réfection des anastomoses vasculaires d’un lambeau libre pour ischémie","ADC"
"7227","QZLA001","Pose d'un dispositif d’expansion de la peau ou d'un implant souscutané définitif","ADC"
"7228","QZLA002","Pose de plusieurs dispositifs d’expansion de la peau ou de plusieurs implants souscutanés définitifs","ADC"
"7229","QZGA008","Ablation d’un dispositif d’expansion de la peau ou d'un implant souscutané définitif","ADC"
"7230","QZGA001","Ablation de plusieurs dispositifs d’expansion de la peau ou de plusieurs implants souscutanés définitifs","ADC"
"7231","QAMA014","Lissage [Lifting] temporal unilatéral, par abord direct","ADC"
"7232","QAMA007","Lissage [Lifting] temporal bilatéral, par abord direct","ADC"
"7233","QAMC001","Lissage [Lifting] du tiers supérieur de la face, par vidéochirurgie","ADC"
"7234","QAMA016","Lissage [Lifting] du tiers supérieur de la face, par abord coronal","ADC"
"7235","QAMA006","Lissage cervicofacial unilatéral [Hémilifting facial], par abord direct","ADC"
"7236","QAMA001","Lissage cervicofacial unilatéral [Hémilifting facial] avec platysmaplastie, par abord direct","ADC"
"7237","QAMA010","Lissage [Lifting] cervicofacial bilatéral, par abord direct","ADC"
"7238","QAMA009","Lissage [Lifting] cervicofacial bilatéral avec platysmaplastie, par abord direct","ADC"
"7239","QAMA011","Lissage [Lifting] cervical, par abord direct","ADC"
"7240","QBFA009","Dermolipectomie abdominale en quartier d'orange","ADC"
"7241","QBFA011","Dermolipectomie abdominale sans transposition de l'ombilic","ADC"
"7242","QBFA013","Dermolipectomie abdominale sans transposition de l'ombilic, avec lipoaspiration de l'abdomen","ADC"
"7243","QBFA006","Dermolipectomie abdominale sans transposition de l'ombilic, avec fermeture de diastasis des muscles droits de l'abdomen","ADC"
"7244","QBFA010","Dermolipectomie abdominale sans transposition de l'ombilic, avec lipoaspiration de l'abdomen et fermeture de diastasis des muscles droits de l'abdomen","ADC"
"7245","QBFA005","Dermolipectomie abdominale avec transposition de l'ombilic","ADC"
"7246","QBFA008","Dermolipectomie abdominale avec transposition de l'ombilic et lipoaspiration de l'abdomen","ADC"
"7247","QBFA001","Dermolipectomie abdominale avec transposition de l'ombilic et fermeture de diastasis des muscles droits de l'abdomen","ADC"
"7248","QBFA012","Dermolipectomie abdominale avec transposition de l'ombilic, lipoaspiration de l'abdomen et fermeture de diastasis des muscles droits de l'abdomen","ADC"
"7249","QBFA003","Dermolipectomie abdominale totale circulaire","ADC"
"7250","QZFA014","Dermolipectomie des membres","ADC"
"7251","QZJB003","Lipoaspiration en dehors des régions inframentonnière, abdominale ou infratrochantérienne ou des genoux","ATM"
"7252","QAJB001","Lipoaspiration inframentonnière","ATM"
"7253","QBJB001","Lipoaspiration de l’abdomen","ADC"
"7254","QDJB001","Lipoaspiration des régions infratrochantériennes","ATM"
"7255","QDJB002","Lipoaspiration de la face médiale des genoux","ATM"
"7256","LCFA003","Exérèse d'une fistule ou d'un kyste de la première fente branchiale, sans dissection du nerf facial","ADC"
"7257","LCFA005","Exérèse d'une fistule ou d'un kyste de la première fente branchiale, avec dissection du nerf facial","ADC"
"7258","LCFA008","Exérèse d'une fistule ou d'un kyste de la deuxième fente branchiale","ADC"
"7259","LCFA006","Exérèse d'une fistule ou d'un kyste de la troisième ou quatrième fente branchiale","ADC"
"7260","BAFA019","Exérèse d'un kyste de la queue du sourcil","ADC"
"7261","HAFA011","Exérèse de kyste de lèvre","ADC"
"7262","GAFA009","Exérèse d'une fistule congénitale de la columelle nasale ou de la lèvre supérieure [philtrum]","ADC"
"7263","GAFA011","Exérèse d'une fistule ou d'un kyste congénital du dos du nez, par abord facial","ADC"
"7264","GAFA010","Exérèse d'une fistule ou d'un kyste congénital du dos du nez avec prolongement intracrânien, par abord coronal",NA
"7265","LCFA009","Exérèse de lésion congénitale du premier arc branchial","ADC"
"7266","LCFA004","Exérèse d'un kyste congénital médian du cou","ADC"
"7267","KCFA011","Exérèse d'un kyste du tractus thyréoglosse","ADC"
"7268","LCFA010","Exérèse d'une fistule mentosternale","ADC"
"7269","QAPA001","Section de bride congénitale médiane du cou, avec plastie","ADC"
"7270","LCFA012","Exérèse d'une récidive d'une fistule ou d'un kyste congénital cervical médian ou latéral","ADC"
"7271","LCFA007","Exérèse d'une fistule cutanée faciale acquise","ADC"
"7272","QZEA034","Relèvement de 1 à 5 cicatrices, par abord direct","ADC"
"7273","QZEA009","Relèvement de 6 cicatrices ou plus, par abord direct","ADC"
"7274","QZLA004","Pose d'implant pharmacologique souscutané","ADC"
"7275","QZGA002","Ablation ou changement d'implant pharmacologique souscutané","ADC"
"7276","QZJA023","Pansement de plaie de la peau et des tissus mous, sous anesthésie générale ou locorégionale","ADC"
"7277","QZRP002","Séance de photothérapie de la main, du pied et/ou du cuir chevelu, par rayons ultraviolets A [UVA] ou ultraviolets B [UVB]","ATM"
"7278","QZRP003","Séance de photothérapie corporelle totale, par rayons ultraviolets A [UVA] ou ultraviolets B [UVB]","ATM"
"7279","QZRP005","Séance de balnéopuvathérapie localisée","ATM"
"7280","QZRP004","Séance de balnéopuvathérapie généralisée","ATM"
"7281","QZMP002","Confection d'un conformateur de pressothérapie d'une cicatrice vicieuse et/ou chéloïde","ATM"
"7282","QZRB001","Séance d'acupuncture","ATM"
"7283","QZNP027","Séance d'épilation cutanée électrique","ATM"
"7284","QZNP029","Séance d'épilation cutanée sur moins de 50 cm², avec laser ou avec lampe flash","ATM"
"7285","QZNP028","Séance d'épilation cutanée sur 50 cm² à 150 cm², avec laser ou avec lampe flash","ATM"
"7286","QZNP030","Séance d'épilation cutanée sur plus de 150 cm², avec laser ou avec lampe flash","ATM"
"7287","QAEA001","Transplantation de moins de 50 greffons de cuir chevelu","ADC"
"7288","QAEA005","Transplantation de 50 à 200 greffons de cuir chevelu","ADC"
"7289","QAEA007","Transplantation de 201 greffons de cuir chevelu, ou plus","ADC"
"7290","QAEA013","Réimplantation de cuir chevelu avec anastomoses vasculaires","ADC"
"7291","QZJB001","Évacuation d'un hématome infra-unguéal, par voie transunguéale","ATM"
"7292","QZMP001","Couverture du lit de l'ongle par reposition de la tablette ou pose de prothèse provisoire","ATM"
"7293","QZJA022","Parage et/ou suture d'une plaie pulpo-unguéale","ADC"
"7294","QZJA021","Parage et/ou suture de plusieurs plaies pulpo-unguéales","ADC"
"7295","QZEA008","Autogreffe du lit de l'ongle avec reposition de la tablette unguéale ou pose de prothèse","ADC"
"7296","QZFA020","Exérèse partielle ou totale de la tablette d'un ongle","ADC"
"7297","QZFA039","Exérèse partielle de l'appareil unguéal","ADC"
"7298","QZFA029","Exérèse totale de l'appareil unguéal","ADC"
"7299","QZFA032","Exérèse de l'appareil unguéal, avec réparation par autogreffe de peau totale","ADC"
"7300","QZFA009","Exérèse de l'appareil unguéal, avec réparation par lambeau pédiculé unguéomatriciel","ADC"
"7301","QZEA028","Transfert libre de complexe unguéomatriciel avec anastomoses vasculaires","ADC"
"7302","QZJB004","Évacuation de kystes acnéiques et/ou de comédons, par micro-incisions","ATM"
"7303","QZLP001","Séance d'ionophorèse [iontophorèse] pour hyperhidrose","ATM"
"7304","QCLB222","Injection unilatérale ou bilatérale de toxine botulique au niveau du creux axillaire","ATM"
"7305","QZJA020","Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 1% de la surface corporelle","ADC"
"7306","QZJA005","Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle","ADC"
"7307","QZJA004","Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 30% de la surface corporelle","ADC"
"7308","QZJA019","Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 30% à 60% de la surface corporelle","ADC"
"7309","QZJA014","Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 60% de la surface corporelle","ADC"
"7310","QAJA014","Pansement chirurgical initial de brûlure sur l'extrémité céphalique","ADC"
"7311","QCJA003","Pansement chirurgical initial de brûlure sur 1 main","ADC"
"7312","QCJA005","Pansement chirurgical initial de brûlure sur les 2 mains","ADC"
"7313","QAJA008","Pansement chirurgical initial de brûlure sur l'extrémité céphalique et 1 main","ADC"
"7314","QAJA007","Pansement chirurgical initial de brûlure sur l'extrémité céphalique et les 2 mains","ADC"
"7315","QZJA003","Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 1% de la surface corporelle","ADC"
"7316","QZJA010","Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle","ADC"
"7317","QZJA007","Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 30% de la surface corporelle","ADC"
"7318","QZJA008","Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 30% à 60% de la surface corporelle","ADC"
"7319","QZJA018","Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 60% de la surface corporelle","ADC"
"7320","QAJA010","Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique","ADC"
"7321","QCJA004","Pansement chirurgical secondaire de brûlure sur 1 main","ADC"
"7322","QCJA002","Pansement chirurgical secondaire de brûlure sur les 2 mains","ADC"
"7323","QAJA011","Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique et 1 main","ADC"
"7324","QAJA001","Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique et les 2 mains","ADC"
"7325","QZPA002","Escarrotomie de décharge sur 1 site","ADC"
"7326","QZPA001","Escarrotomie de décharge sur 2 sites","ADC"
"7327","QZPA005","Escarrotomie de décharge sur 3 sites","ADC"
"7328","QZPA007","Escarrotomie de décharge sur 4 sites","ADC"
"7329","QZPA006","Escarrotomie de décharge sur 5 sites","ADC"
"7330","QZPA003","Escarrotomie de décharge sur 6 sites","ADC"
"7331","QZFA019","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 2,5% de la surface corporelle","ADC"
"7332","QZFA006","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 2,5% à 5% de la surface corporelle","ADC"
"7333","QZFA017","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 5% à 7,5% de la surface corporelle","ADC"
"7334","QZFA016","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 7,5% à 10% de la surface corporelle","ADC"
"7335","QZFA012","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 12,5% de la surface corporelle","ADC"
"7336","QZFA018","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 12,5% à 15% de la surface corporelle","ADC"
"7337","QZFA034","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 15% à 17,5% de la surface corporelle","ADC"
"7338","QZFA025","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 17,5% à 20% de la surface corporelle","ADC"
"7339","QZFA037","Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 20% de la surface corporelle","ADC"
"7340","QAFA006","Excision de brûlure de l'extrémité céphalique, sur moins de 1% de la surface corporelle","ADC"
"7341","QAFA002","Excision de brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle","ADC"
"7342","QAFA004","Excision de brûlure de l'extrémité céphalique, sur 2% à 3% de la surface corporelle","ADC"
"7343","QAFA008","Excision de brûlure de l'extrémité céphalique, sur 3% à 4% de la surface corporelle","ADC"
"7344","QAFA005","Excision de brûlure de l'extrémité céphalique, sur 4% à 5% de la surface corporelle","ADC"
"7345","QAFA003","Excision de brûlure de l'extrémité céphalique, sur 5% à 7,5% de la surface corporelle","ADC"
"7346","QAFA007","Excision de brûlure de l'extrémité céphalique, sur 7,5% à 10% de la surface corporelle","ADC"
"7347","QAFA010","Excision de brûlure de l'extrémité céphalique, sur 10% à 12,5% de la surface corporelle","ADC"
"7348","QAFA009","Excision de brûlure de l'extrémité céphalique, sur plus de 12,5% de la surface corporelle","ADC"
"7349","QCFA002","Excision de brûlure d'une main, sur moins de 1,25% de la surface corporelle","ADC"
"7350","QCFA003","Excision de brûlure d'une main, sur plus de 1,25% de la surface corporelle","ADC"
"7351","QCFA001","Excision de brûlure des 2 mains, sur moins de 1,25% de la surface corporelle","ADC"
"7352","QCFA006","Excision de brûlure des 2 mains, sur 1,25% à 2,5% de la surface corporelle","ADC"
"7353","QCFA004","Excision de brûlure des 2 mains, sur 2,5% à 3,75% de la surface corporelle","ADC"
"7354","QCFA005","Excision de brûlure des 2 mains, sur plus de 3,75% de la surface corporelle","ADC"
"7355","QZEA021","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 2,5% de la surface corporelle","ADC"
"7356","QZEA037","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 2,5% à 5% de la surface corporelle","ADC"
"7357","QZEA041","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 5% à 7,5% de la surface corporelle","ADC"
"7358","QZEA017","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 7,5% à 10% de la surface corporelle","ADC"
"7359","QZEA011","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 12,5% de la surface corporelle","ADC"
"7360","QZEA012","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 12,5% à 15% de la surface corporelle","ADC"
"7361","QZEA002","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 15% à 17,5% de la surface corporelle","ADC"
"7362","QZEA025","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 17,5% à 20% de la surface corporelle","ADC"
"7363","QZEA010","Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 20% de la surface corporelle","ADC"
"7364","QAEA002","Greffe cutanée pour brûlure de l'extrémité céphalique, sur moins de 1% de la surface corporelle","ADC"
"7365","QAEA010","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle","ADC"
"7366","QAEA011","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 2% à 3% de la surface corporelle","ADC"
"7367","QAEA006","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 3% à 4% de la surface corporelle","ADC"
"7368","QAEA008","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 4% à 5% de la surface corporelle","ADC"
"7369","QAEA009","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 5% à 7,5% de la surface corporelle","ADC"
"7370","QAEA012","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 7,5% à 10% de la surface corporelle","ADC"
"7371","QAEA004","Greffe cutanée pour brûlure de l'extrémité céphalique, sur 10% à 12,5% de la surface corporelle","ADC"
"7372","QAEA003","Greffe cutanée pour brûlure de l'extrémité céphalique, sur plus de 12,5% de la surface corporelle","ADC"
"7373","QCEA005","Greffe cutanée pour brûlure d'une main, sur moins de 1,25% de la surface corporelle","ADC"
"7374","QCEA006","Greffe cutanée pour brûlure d'une main, sur plus de 1,25% de la surface corporelle","ADC"
"7375","QCEA002","Greffe cutanée pour brûlure des deux mains, sur moins de 1,25% de la surface corporelle","ADC"
"7376","QCEA004","Greffe cutanée pour brûlure des deux mains, sur 1,25% à 2,5% de la surface corporelle","ADC"
"7377","QCEA001","Greffe cutanée pour brûlure des deux mains, sur 2,5% à 3,75% de la surface corporelle","ADC"
"7378","QCEA003","Greffe cutanée pour brûlure des deux mains, sur plus de 3,75% de la surface corporelle","ADC"
"7379","QZEA038","Greffe cutanée en sandwich, sur moins de 2,5% de la surface corporelle","ADC"
"7380","QZEA029","Greffe cutanée en sandwich, sur 2,5% à 5% de la surface corporelle","ADC"
"7381","QZEA004","Greffe cutanée en sandwich, sur 5% à 7,5% de la surface corporelle","ADC"
"7382","QZEA013","Greffe cutanée en sandwich, sur 7,5% à 10% de la surface corporelle","ADC"
"7383","QZEA043","Greffe cutanée en sandwich, sur 10% à 12,5% de la surface corporelle","ADC"
"7384","QZEA014","Greffe cutanée en sandwich, sur 12,5% à 15% de la surface corporelle","ADC"
"7385","QZEA040","Greffe cutanée en sandwich, sur 15% à 17,5% de la surface corporelle","ADC"
"7386","QZEA030","Greffe cutanée en sandwich, sur 17,5% à 20% de la surface corporelle","ADC"
"7387","QZEA001","Greffe cutanée en sandwich, sur plus de 20% de la surface corporelle","ADC"
"7388","QZEA023","Greffe de culture de kératinocytes autologues pour brûlure, sur moins de 10% de la surface corporelle","ADC"
"7389","QZEA042","Greffe de culture de kératinocytes autologues pour brûlure, sur 10% à 20% de la surface corporelle","ADC"
"7390","QZEA022","Greffe de culture de kératinocytes autologues pour brûlure, sur 20% à 30% de la surface corporelle","ADC"
"7391","QZEA003","Greffe de culture de kératinocytes autologues pour brûlure, sur 30% à 40% de la surface corporelle","ADC"
"7392","QZEA016","Greffe de culture de kératinocytes autologues pour brûlure, sur 40% à 50% de la surface corporelle","ADC"
"7393","QZEA033","Greffe de culture de kératinocytes autologues pour brûlure, sur plus de 50% de la surface corporelle","ADC"
"7394","QZGP004","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur moins de 10% de la surface corporelle","ADC"
"7395","QZGP009","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 10% à 20% de la surface corporelle","ADC"
"7396","QZGP001","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 20% à 30% de la surface corporelle","ADC"
"7397","QZGP002","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 30% à 40% de la surface corporelle","ADC"
"7398","QZGP006","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 40% à 50% de la surface corporelle","ADC"
"7399","QZGP007","Ablation des supports de culture de kératinocytes autologues pour brûlure, sur plus de 50% de la surface corporelle","ADC"
"7400","QEJB001","Évacuation de collection de la glande mammaire, par voie transcutanée sans guidage","ATM"
"7401","QEJH001","Évacuation de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique","ATM"
"7402","QEJH002","Drainage de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique","ATM"
"7403","QEJA001","Évacuation de collection de la glande mammaire, par abord direct","ADC"
