CIM_COD;CIM_LIB;ALD_030_COD;CAT_CIM_COD;VER_CPT_COD;VER_CPT_DTE;CAT_TUM_COD
X342;Tremblement de terre, école et lieu public;99;X34;V8.0;02JUL2017:00:00:00;
X343;Tremblement de terre, lieu de sport;99;X34;V8.0;02JUL2017:00:00:00;
X344;Tremblement de terre, rue ou route;99;X34;V8.0;02JUL2017:00:00:00;
X345;Tremblement de terre, zone de commerce;99;X34;V8.0;02JUL2017:00:00:00;
X346;Tremblement de terre, local industriel et chantier;99;X34;V8.0;02JUL2017:00:00:00;
X347;Tremblement de terre, exploitation agricole;99;X34;V8.0;02JUL2017:00:00:00;
X348;Victime d'autres effets précisés de tremblement de terre;99;X34;V8.0;02JUL2017:00:00:00;
X349;Victime de tremblement de terre, sans précision;99;X34;V8.0;02JUL2017:00:00:00;
X35;Éruption volcanique;99;X35;V8.0;02JUL2017:00:00:00;
X350;Éruption volcanique, domicile;99;X35;V8.0;02JUL2017:00:00:00;
X351;Éruption volcanique, établissement collectif;99;X35;V8.0;02JUL2017:00:00:00;
X352;Éruption volcanique, école et lieu public;99;X35;V8.0;02JUL2017:00:00:00;
X353;Éruption volcanique, lieu de sport;99;X35;V8.0;02JUL2017:00:00:00;
X354;Éruption volcanique, rue ou route;99;X35;V8.0;02JUL2017:00:00:00;
X355;Éruption volcanique, zone de commerce;99;X35;V8.0;02JUL2017:00:00:00;
X356;Éruption volcanique, local industriel et chantier;99;X35;V8.0;02JUL2017:00:00:00;
X357;Éruption volcanique, exploitation agricole;99;X35;V8.0;02JUL2017:00:00:00;
V183;Cycliste blessé dans un accident de transport, sans collision, en montée ou en descente;99;V18;V8.0;02JUL2017:00:00:00;
V184;Conducteur d'un cycle blessé dans un accident de transport, sans collision, accident de circulation;99;V18;V8.0;02JUL2017:00:00:00;
V185;Passager d'un cycle blessé dans un accident de transport, sans collision, accident de circulation;99;V18;V8.0;02JUL2017:00:00:00;
V189;Cycliste, sans précision, blessé dans un accident de transport, sans collision, accident de circulation;99;V18;V8.0;02JUL2017:00:00:00;
V19;Cycliste blessé dans des accidents de transport, autres et sans précision;99;V19;V8.0;02JUL2017:00:00:00;
V190;Conducteur d'un cycle blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation;99;V19;V8.0;02JUL2017:00:00:00;
V191;Passager d'un cycle blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation;99;V19;V8.0;02JUL2017:00:00:00;
M9986;Autres lésions biomécaniques - Membre inférieur;99;M99;V8.0;02JUL2017:00:00:00;
M9987;Autres lésions biomécaniques - Membre supérieur/Acromio-claviculaire, sterno-claviculaire;99;M99;V8.0;02JUL2017:00:00:00;
M9988;Autres lésions biomécaniques - Cage thoracique/Costo-chondrale, costo-vertébrale, sterno-chondrale;99;M99;V8.0;02JUL2017:00:00:00;
M9989;Autres lésions biomécaniques - Abdomen et autre;99;M99;V8.0;02JUL2017:00:00:00;
M999;Lésion biomécanique, sans précision;99;M99;V8.0;02JUL2017:00:00:00;
M9990;Lésion biomécanique, sans précision - Tête ou occipito-cervicale;99;M99;V8.0;02JUL2017:00:00:00;
M9991;Lésion biomécanique, sans précision - Région cervicale/Cervico-thoracique;99;M99;V8.0;02JUL2017:00:00:00;
M9992;Lésion biomécanique, sans précision - Région thoracique/Thoraco-lombaire;99;M99;V8.0;02JUL2017:00:00:00;
M9993;Lésion biomécanique, sans précision - Région lombaire/Lombo-sacrée;99;M99;V8.0;02JUL2017:00:00:00;
M9994;Lésion biomécanique, sans précision - Région sacrée/Sacro-coccygienne, sacro-iliaque;99;M99;V8.0;02JUL2017:00:00:00;
M9995;Lésion biomécanique, sans précision - Région pelvienne/Hanche, pubis;99;M99;V8.0;02JUL2017:00:00:00;
M9996;Lésion biomécanique, sans précision - Membre inférieur;99;M99;V8.0;02JUL2017:00:00:00;
M9997;Lésion biomécanique, sans précision - Membre supérieur/Acromio-claviculaire, sterno-claviculaire;99;M99;V8.0;02JUL2017:00:00:00;
M9998;Lésion biomécanique, sans précision - Cage thoracique/Costo-chondrale, costo-vertébrale, sterno-chondrale;99;M99;V8.0;02JUL2017:00:00:00;
M9999;Lésion biomécanique, sans précision - Abdomen et autre;99;M99;V8.0;02JUL2017:00:00:00;
N00;Syndrome néphritique aigu;99;N00;V8.0;02JUL2017:00:00:00;
N000;Syndrome néphritique aigu avec anomalies glomérulaires mineures;99;N00;V8.0;02JUL2017:00:00:00;
N001;Syndrome néphritique aigu avec lésions glomérulaires segmentaires et focales;99;N00;V8.0;02JUL2017:00:00:00;
N002;Syndrome néphritique aigu avec glomérulonéphrite membraneuse diffuse;99;N00;V8.0;02JUL2017:00:00:00;
N003;Syndrome néphritique aigu avec glomérulonéphrite proliférative mésangiale diffuse;99;N00;V8.0;02JUL2017:00:00:00;
N004;Syndrome néphritique aigu avec glomérulonéphrite proliférative endocapillaire diffuse;99;N00;V8.0;02JUL2017:00:00:00;
N005;Syndrome néphritique aigu avec glomérulonéphrite mésangiocapillaire diffuse;99;N00;V8.0;02JUL2017:00:00:00;
N006;Syndrome néphritique aigu avec maladie à dépôt dense;99;N00;V8.0;02JUL2017:00:00:00;
N007;Syndrome néphritique aigu avec glomérulonéphrite diffuse en croissant;99;N00;V8.0;02JUL2017:00:00:00;
N008;Syndromes néphritiques aigus avec autres lésions morphologiques;99;N00;V8.0;02JUL2017:00:00:00;
N009;Syndrome néphritique aigu, sans précision;99;N00;V8.0;02JUL2017:00:00:00;
N01;Syndrome néphritique d'évolution rapide;99;N01;V8.0;02JUL2017:00:00:00;
N010;Syndrome néphritique d'évolution rapide avec anomalies glomérulaires mineures;99;N01;V8.0;02JUL2017:00:00:00;
N011;Syndrome néphritique d'évolution rapide avec lésions glomérulaires segmentaires et focales;99;N01;V8.0;02JUL2017:00:00:00;
N012;Syndrome néphritique d'évolution rapide avec glomérulonéphrite membraneuse diffuse;99;N01;V8.0;02JUL2017:00:00:00;
N013;Syndrome néphritique d'évolution rapide avec glomérulonéphrite proliférative mésangiale diffuse;99;N01;V8.0;02JUL2017:00:00:00;
N014;Syndrome néphritique d'évolution rapide avec glomérulonéphrite proliférative endocapillaire diffuse;99;N01;V8.0;02JUL2017:00:00:00;
N015;Syndrome néphritique d'évolution rapide avec glomérulonéphrite mésangiocapillaire diffuse;99;N01;V8.0;02JUL2017:00:00:00;
N016;Syndrome néphritique d'évolution rapide avec maladie à dépôt dense;99;N01;V8.0;02JUL2017:00:00:00;
N017;Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant;99;N01;V8.0;02JUL2017:00:00:00;
N0170;Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant, avec dépôts d'Ig A;99;N01;V8.0;02JUL2017:00:00:00;
N0179;Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant, autres ou sans précision;99;N01;V8.0;02JUL2017:00:00:00;
N018;Syndromes néphritiques d'évolution rapide avec autres lésions morphologiques;99;N01;V8.0;02JUL2017:00:00:00;
N019;Syndrome néphritique d'évolution rapide, sans précision;99;N01;V8.0;02JUL2017:00:00:00;
N02;Hématurie récidivante et persistante;99;N02;V8.0;02JUL2017:00:00:00;
N020;Hématurie récidivante et persistante avec anomalies glomérulaires mineures;99;N02;V8.0;02JUL2017:00:00:00;
N0200;Hématurie récidivante et persistante avec anomalies glomérulaires mineures, avec dépôts d'Ig A;99;N02;V8.0;02JUL2017:00:00:00;
N0209;Hématurie récidivante et persistante avec anomalies glomérulaires mineures, autres ou sans précision;99;N02;V8.0;02JUL2017:00:00:00;
N021;Hématurie récidivante et persistante avec lésions glomérulaires segmentaires et focales;99;N02;V8.0;02JUL2017:00:00:00;
N0210;Hématurie récidivante et persistante avec lésions glomérulaires segmentaires et focales avec dépôts d'Ig A;99;N02;V8.0;02JUL2017:00:00:00;
N0219;Hématurie récidivante et persistante avec lésions glomérulaires segmentaires et focales, autres ou sans précision;99;N02;V8.0;02JUL2017:00:00:00;
N022;Hématurie récidivante et persistante avec glomérulonéphrite membraneuse diffuse;99;N02;V8.0;02JUL2017:00:00:00;
N023;Hématurie récidivante et persistante avec glomérulonéphrite proliférative mésangiale diffuse;99;N02;V8.0;02JUL2017:00:00:00;
N024;Hématurie récidivante et persistante avec glomérulonéphrite proliférative endocapillaire diffuse;99;N02;V8.0;02JUL2017:00:00:00;
N025;Hématurie récidivante et persistante avec glomérulonéphrite mésangiocapillaire diffuse;99;N02;V8.0;02JUL2017:00:00:00;
N026;Hématurie récidivante et persistante avec maladie à dépôt dense;99;N02;V8.0;02JUL2017:00:00:00;
N027;Hématurie récidivante et persistante avec glomérulonéphrite diffuse en croissant;99;N02;V8.0;02JUL2017:00:00:00;
N028;Hématuries récidivantes et persistantes avec autres lésions morphologiques;99;N02;V8.0;02JUL2017:00:00:00;
N029;Hématurie récidivante et persistante, sans précision;99;N02;V8.0;02JUL2017:00:00:00;
N03;Syndrome néphritique chronique;19;N03;V8.0;02JUL2017:00:00:00;
N030;Syndrome néphritique chronique avec anomalies glomérulaires mineures;19;N03;V8.0;02JUL2017:00:00:00;
N031;Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales;19;N03;V8.0;02JUL2017:00:00:00;
N0310;Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales, avec dépôts d'Ig A;19;N03;V8.0;02JUL2017:00:00:00;
N0319;Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales, autres ou sans précision;19;N03;V8.0;02JUL2017:00:00:00;
N032;Syndrome néphritique chronique avec glomérulonéphrite membraneuse diffuse;19;N03;V8.0;02JUL2017:00:00:00;
N033;Syndrome néphritique chronique avec glomérulonéphrite proliférative mésangiale diffuse;19;N03;V8.0;02JUL2017:00:00:00;
M8107;Ostéoporose post-ménopausique - Cheville et pied;99;M81;V8.0;02JUL2017:00:00:00;
M8108;Ostéoporose post-ménopausique - Autres localisations;99;M81;V8.0;02JUL2017:00:00:00;
M8109;Ostéoporose post-ménopausique - Siège non précisé;99;M81;V8.0;02JUL2017:00:00:00;
M811;Ostéoporose post-ovariectomie;99;M81;V8.0;02JUL2017:00:00:00;
M8110;Ostéoporose post-ovariectomie - Sièges multiples;99;M81;V8.0;02JUL2017:00:00:00;
M8111;Ostéoporose post-ovariectomie - Région scapulaire;99;M81;V8.0;02JUL2017:00:00:00;
M8112;Ostéoporose post-ovariectomie - Bras;99;M81;V8.0;02JUL2017:00:00:00;
M8113;Ostéoporose post-ovariectomie - Avant-bras;99;M81;V8.0;02JUL2017:00:00:00;
M8114;Ostéoporose post-ovariectomie - Main;99;M81;V8.0;02JUL2017:00:00:00;
M8115;Ostéoporose post-ovariectomie - Région pelvienne et cuisse;99;M81;V8.0;02JUL2017:00:00:00;
M8116;Ostéoporose post-ovariectomie - Jambe;99;M81;V8.0;02JUL2017:00:00:00;
M8117;Ostéoporose post-ovariectomie - Cheville et pied;99;M81;V8.0;02JUL2017:00:00:00;
M8118;Ostéoporose post-ovariectomie - Autres localisations;99;M81;V8.0;02JUL2017:00:00:00;
M8119;Ostéoporose post-ovariectomie - Siège non précisé;99;M81;V8.0;02JUL2017:00:00:00;
M812;Ostéoporose d'inactivité;99;M81;V8.0;02JUL2017:00:00:00;
M8120;Ostéoporose d'inactivité - Sièges multiples;99;M81;V8.0;02JUL2017:00:00:00;
M8121;Ostéoporose d'inactivité - Région scapulaire;99;M81;V8.0;02JUL2017:00:00:00;
M8122;Ostéoporose d'inactivité - Bras;99;M81;V8.0;02JUL2017:00:00:00;
M8123;Ostéoporose d'inactivité - Avant-bras;99;M81;V8.0;02JUL2017:00:00:00;
M8124;Ostéoporose d'inactivité - Main;99;M81;V8.0;02JUL2017:00:00:00;
M8125;Ostéoporose d'inactivité - Région pelvienne et cuisse;99;M81;V8.0;02JUL2017:00:00:00;
M8126;Ostéoporose d'inactivité - Jambe;99;M81;V8.0;02JUL2017:00:00:00;
M8127;Ostéoporose d'inactivité - Cheville et pied;99;M81;V8.0;02JUL2017:00:00:00;
M8128;Ostéoporose d'inactivité - Autres localisations;99;M81;V8.0;02JUL2017:00:00:00;
M8129;Ostéoporose d'inactivité - Siège non précisé;99;M81;V8.0;02JUL2017:00:00:00;
M813;Ostéoporose consécutive à une malabsorption post-chirurgicale;99;M81;V8.0;02JUL2017:00:00:00;
M8130;Ostéoporose consécutive à une malabsorption post-chirurgicale - Sièges multiples;99;M81;V8.0;02JUL2017:00:00:00;
M8131;Ostéoporose consécutive à une malabsorption post-chirurgicale - Région scapulaire;99;M81;V8.0;02JUL2017:00:00:00;
M8132;Ostéoporose consécutive à une malabsorption post-chirurgicale - Bras;99;M81;V8.0;02JUL2017:00:00:00;
M8133;Ostéoporose consécutive à une malabsorption post-chirurgicale - Avant-bras;99;M81;V8.0;02JUL2017:00:00:00;
M8134;Ostéoporose consécutive à une malabsorption post-chirurgicale - Main;99;M81;V8.0;02JUL2017:00:00:00;
M8135;Ostéoporose consécutive à une malabsorption post-chirurgicale - Région pelvienne et cuisse;99;M81;V8.0;02JUL2017:00:00:00;
M8039;Ostéoporose consécutive à une malabsorption post-chirurgicale avec fracture pathologique - Siège non précisé;99;M80;V8.0;02JUL2017:00:00:00;
N802;Endométriose de la trompe de Fallope;99;N80;V8.0;02JUL2017:00:00:00;
N803;Endométriose du péritoine pelvien;99;N80;V8.0;02JUL2017:00:00:00;
N804;Endométriose du septum recto-vaginal et du vagin;99;N80;V8.0;02JUL2017:00:00:00;
N805;Endométriose de l'intestin;99;N80;V8.0;02JUL2017:00:00:00;
N806;Endométriose sur cicatrice cutanée;99;N80;V8.0;02JUL2017:00:00:00;
N808;Autres endométrioses;99;N80;V8.0;02JUL2017:00:00:00;
N809;Endométriose, sans précision;99;N80;V8.0;02JUL2017:00:00:00;
N81;Prolapsus génital;99;N81;V8.0;02JUL2017:00:00:00;
N810;Urétrocèle chez la femme;99;N81;V8.0;02JUL2017:00:00:00;
N811;Cystocèle;99;N81;V8.0;02JUL2017:00:00:00;
N812;Prolapsus utéro-vaginal partiel;99;N81;V8.0;02JUL2017:00:00:00;
N813;Prolapsus utéro-vaginal complet;99;N81;V8.0;02JUL2017:00:00:00;
N814;Prolapsus utéro-vaginal, sans précision;99;N81;V8.0;02JUL2017:00:00:00;
N815;Entérocèle vaginale;99;N81;V8.0;02JUL2017:00:00:00;
N816;Rectocèle;99;N81;V8.0;02JUL2017:00:00:00;
N818;Autres prolapsus génitaux;99;N81;V8.0;02JUL2017:00:00:00;
N819;Prolapsus génital, sans précision;99;N81;V8.0;02JUL2017:00:00:00;
N82;Fistules de l'appareil génital de la femme;99;N82;V8.0;02JUL2017:00:00:00;
N820;Fistule vésico-vaginale;99;N82;V8.0;02JUL2017:00:00:00;
N821;Autres fistules de l'appareil génito-urinaire de la femme;99;N82;V8.0;02JUL2017:00:00:00;
N822;Fistule du vagin à l'intestin grêle;99;N82;V8.0;02JUL2017:00:00:00;
N823;Fistule du vagin au côlon;99;N82;V8.0;02JUL2017:00:00:00;
N824;Autres fistules intestino-génitales chez la femme;99;N82;V8.0;02JUL2017:00:00:00;
N825;Fistule génito-cutanée chez la femme;99;N82;V8.0;02JUL2017:00:00:00;
N828;Autres fistules de l'appareil génital de la femme;99;N82;V8.0;02JUL2017:00:00:00;
N829;Fistule de l'appareil génital de la femme, sans précision;99;N82;V8.0;02JUL2017:00:00:00;
N83;Affections non inflammatoires de l'ovaire, de la trompe de Fallope et du ligament large;99;N83;V8.0;02JUL2017:00:00:00;
N830;Kyste folliculaire de l'ovaire;99;N83;V8.0;02JUL2017:00:00:00;
N831;Kyste du corps jaune;99;N83;V8.0;02JUL2017:00:00:00;
N832;Kystes de l'ovaire, autres et sans précision;99;N83;V8.0;02JUL2017:00:00:00;
N833;Atrophie acquise de l'ovaire et de la trompe de Fallope;99;N83;V8.0;02JUL2017:00:00:00;
N834;Prolapsus et hernie de l'ovaire et de la trompe de Fallope;99;N83;V8.0;02JUL2017:00:00:00;
N835;Torsion de l'ovaire, du pédicule ovarien et de la trompe de Fallope;99;N83;V8.0;02JUL2017:00:00:00;
N836;Hématosalpinx;99;N83;V8.0;02JUL2017:00:00:00;
N837;Hématome du ligament large;99;N83;V8.0;02JUL2017:00:00:00;
N838;Autres affections non inflammatoires de l'ovaire, de la trompe de Fallope et du ligament large;99;N83;V8.0;02JUL2017:00:00:00;
N839;Affection non inflammatoire de l'ovaire, de la trompe de Fallope et du ligament large, sans précision;99;N83;V8.0;02JUL2017:00:00:00;
N84;Polype de l'appareil génital de la femme;99;N84;V8.0;02JUL2017:00:00:00;
N840;Polype du corps de l'utérus;99;N84;V8.0;02JUL2017:00:00:00;
N841;Polype du col de l'utérus;99;N84;V8.0;02JUL2017:00:00:00;
N842;Polype du vagin;99;N84;V8.0;02JUL2017:00:00:00;
N843;Polype de la vulve;99;N84;V8.0;02JUL2017:00:00:00;
N848;Polypes d'autres parties de l'appareil génital de la femme;99;N84;V8.0;02JUL2017:00:00:00;
N849;Polype de l'appareil génital de la femme, sans précision;99;N84;V8.0;02JUL2017:00:00:00;
N85;Autres affections non inflammatoires de l'utérus, sauf le col;99;N85;V8.0;02JUL2017:00:00:00;
N850;Hyperplasie glandulaire de l'endomètre;99;N85;V8.0;02JUL2017:00:00:00;
N851;Hyperplasie adénomateuse de l'endomètre;99;N85;V8.0;02JUL2017:00:00:00;
N852;Hypertrophie de l'utérus;99;N85;V8.0;02JUL2017:00:00:00;
N853;Subinvolution de l'utérus;99;N85;V8.0;02JUL2017:00:00:00;
N854;Malposition de l'utérus;99;N85;V8.0;02JUL2017:00:00:00;
N855;Inversion de l'utérus;99;N85;V8.0;02JUL2017:00:00:00;
N856;Synéchie utérine;99;N85;V8.0;02JUL2017:00:00:00;
N857;Hématométrie;99;N85;V8.0;02JUL2017:00:00:00;
N858;Autres affections (non inflammatoires précisées) de l'utérus;99;N85;V8.0;02JUL2017:00:00:00;
N859;Affection (non inflammatoire) de l'utérus, sans précision;99;N85;V8.0;02JUL2017:00:00:00;
N86;Érosion et ectropion du col de l'utérus;99;N86;V8.0;02JUL2017:00:00:00;
N87;Dysplasie du col de l'utérus;99;N87;V8.0;02JUL2017:00:00:00;
N870;Dysplasie légère du col de l'utérus;99;N87;V8.0;02JUL2017:00:00:00;
N871;Dysplasie moyenne du col de l'utérus;99;N87;V8.0;02JUL2017:00:00:00;
N872;Dysplasie sévère du col de l'utérus, non classée ailleurs;99;N87;V8.0;02JUL2017:00:00:00;
N879;Dysplasie du col de l'utérus, sans précision;99;N87;V8.0;02JUL2017:00:00:00;
N88;Autres affections non inflammatoires du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
N880;Leucoplasie du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
N881;Déchirure ancienne du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
N882;Rétrécissement et sténose du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
N883;Béance du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
N884;Allongement hypertrophique du col de l'utérus;99;N88;V8.0;02JUL2017:00:00:00;
M8607;Ostéomyélite hématogène aiguë - Cheville et pied;99;M86;V8.0;02JUL2017:00:00:00;
M8608;Ostéomyélite hématogène aiguë - Autres localisations;99;M86;V8.0;02JUL2017:00:00:00;
M8609;Ostéomyélite hématogène aiguë - Siège non précisé;99;M86;V8.0;02JUL2017:00:00:00;
M861;Autres ostéomyélites aiguës;99;M86;V8.0;02JUL2017:00:00:00;
M8610;Autres ostéomyélites aiguës - Sièges multiples;99;M86;V8.0;02JUL2017:00:00:00;
M8611;Autres ostéomyélites aiguës - Région scapulaire;99;M86;V8.0;02JUL2017:00:00:00;
M8612;Autres ostéomyélites aiguës - Bras;99;M86;V8.0;02JUL2017:00:00:00;
M8613;Autres ostéomyélites aiguës - Avant-bras;99;M86;V8.0;02JUL2017:00:00:00;
M8614;Autres ostéomyélites aiguës - Main;99;M86;V8.0;02JUL2017:00:00:00;
M8615;Autres ostéomyélites aiguës - Région pelvienne et cuisse;99;M86;V8.0;02JUL2017:00:00:00;
M8616;Autres ostéomyélites aiguës - Jambe;99;M86;V8.0;02JUL2017:00:00:00;
M8617;Autres ostéomyélites aiguës - Cheville et pied;99;M86;V8.0;02JUL2017:00:00:00;
O337;Soins maternels pour disproportion due à d'autres anomalies du foetus;99;O33;V8.0;02JUL2017:00:00:00;
O338;Soins maternels pour disproportion d'autres origines;99;O33;V8.0;02JUL2017:00:00:00;
O339;Soins maternels pour disproportion, sans précision;99;O33;V8.0;02JUL2017:00:00:00;
O34;Soins maternels pour anomalie connue ou présumée des organes pelviens;99;O34;V8.0;02JUL2017:00:00:00;
O340;Soins maternels pour malformation congénitale de l'utérus;99;O34;V8.0;02JUL2017:00:00:00;
O341;Soins maternels pour tumeur du corps de l'utérus;99;O34;V8.0;02JUL2017:00:00:00;
O342;Soins maternels pour cicatrice utérine due à une intervention chirurgicale antérieure;99;O34;V8.0;02JUL2017:00:00:00;
O343;Soins maternels pour béance du col;99;O34;V8.0;02JUL2017:00:00:00;
O344;Soins maternels pour d'autres anomalies du col;99;O34;V8.0;02JUL2017:00:00:00;
O345;Soins maternels pour d'autres anomalies de l'utérus gravide;99;O34;V8.0;02JUL2017:00:00:00;
O346;Soins maternels pour anomalies du vagin;99;O34;V8.0;02JUL2017:00:00:00;
O347;Soins maternels pour anomalies de la vulve et du périnée;99;O34;V8.0;02JUL2017:00:00:00;
O348;Soins maternels pour d'autres anomalies des organes pelviens;99;O34;V8.0;02JUL2017:00:00:00;
O349;Soins maternels pour anomalie d'un organe pelvien, sans précision;99;O34;V8.0;02JUL2017:00:00:00;
O35;Soins maternels pour anomalie et lésion foetales, connues ou présumées;99;O35;V8.0;02JUL2017:00:00:00;
O350;Soins maternels pour malformation (présumée) du système nerveux central du foetus;99;O35;V8.0;02JUL2017:00:00:00;
O351;Soins maternels pour anomalie chromosomique (présumée) du foetus;99;O35;V8.0;02JUL2017:00:00:00;
O352;Soins maternels pour maladie héréditaire (présumée) du foetus;99;O35;V8.0;02JUL2017:00:00:00;
O353;Soins maternels pour lésions foetales (présumées) résultant d'une maladie virale de la mère;99;O35;V8.0;02JUL2017:00:00:00;
O354;Soins maternels pour lésions foetales (présumées) dues à l'alcoolisme maternel;99;O35;V8.0;02JUL2017:00:00:00;
O355;Soins maternels pour lésions foetales (présumées) médicamenteuses;99;O35;V8.0;02JUL2017:00:00:00;
O356;Soins maternels pour lésions foetales (présumées) dues à une irradiation;99;O35;V8.0;02JUL2017:00:00:00;
O357;Soins maternels pour lésions foetales (présumées) dues à d'autres actes à visée diagnostique et thérapeutique;99;O35;V8.0;02JUL2017:00:00:00;
O358;Soins maternels pour d'autres anomalies et lésions foetales (présumées);99;O35;V8.0;02JUL2017:00:00:00;
O359;Soins maternels pour anomalie et lésion foetales (présumées), sans précision;99;O35;V8.0;02JUL2017:00:00:00;
O36;Soins maternels pour d'autres affections connues ou présumées du foetus;99;O36;V8.0;02JUL2017:00:00:00;
O360;Soins maternels pour iso-immunisation anti-Rh;99;O36;V8.0;02JUL2017:00:00:00;
O361;Soins maternels pour une autre iso-immunisation;99;O36;V8.0;02JUL2017:00:00:00;
O362;Soins maternels pour anasarque foeto-placentaire;99;O36;V8.0;02JUL2017:00:00:00;
O363;Soins maternels pour signes d'hypoxie foetale;99;O36;V8.0;02JUL2017:00:00:00;
O364;Soins maternels pour mort intra-utérine du foetus;99;O36;V8.0;02JUL2017:00:00:00;
O365;Soins maternels pour croissance insuffisante du foetus;99;O36;V8.0;02JUL2017:00:00:00;
O366;Soins maternels pour croissance excessive du foetus;99;O36;V8.0;02JUL2017:00:00:00;
O367;Soins maternels pour grossesse abdominale avec foetus viable;99;O36;V8.0;02JUL2017:00:00:00;
O368;Soins maternels pour d'autres affections précisées du foetus;99;O36;V8.0;02JUL2017:00:00:00;
O369;Soins maternels pour affection du foetus, sans précision;99;O36;V8.0;02JUL2017:00:00:00;
O40;Hydramnios;99;O40;V8.0;02JUL2017:00:00:00;
O41;Autres anomalies du liquide amniotique et des membranes;99;O41;V8.0;02JUL2017:00:00:00;
O410;Oligoamnios;99;O41;V8.0;02JUL2017:00:00:00;
O411;Infection du sac amniotique et des membranes;99;O41;V8.0;02JUL2017:00:00:00;
O418;Autres anomalies précisées du liquide amniotique et des membranes;99;O41;V8.0;02JUL2017:00:00:00;
O419;Anomalie du liquide amniotique et des membranes, sans précision;99;O41;V8.0;02JUL2017:00:00:00;
O42;Rupture prématurée des membranes;99;O42;V8.0;02JUL2017:00:00:00;
O420;Rupture prématurée des membranes, avec début du travail dans les 24 heures;99;O42;V8.0;02JUL2017:00:00:00;
O421;Rupture prématurée des membranes, avec début du travail au-delà des 24 heures;99;O42;V8.0;02JUL2017:00:00:00;
O422;Rupture prématurée des membranes, travail retardé par traitement;99;O42;V8.0;02JUL2017:00:00:00;
O429;Rupture prématurée des membranes, sans précision;99;O42;V8.0;02JUL2017:00:00:00;
O43;Anomalies du placenta;99;O43;V8.0;02JUL2017:00:00:00;
O430;Syndromes de transfusion placentaire;99;O43;V8.0;02JUL2017:00:00:00;
O431;Malformation du placenta;99;O43;V8.0;02JUL2017:00:00:00;
O432;Placenta adhérent pathologique;99;O43;V8.0;02JUL2017:00:00:00;
O438;Autres anomalies du placenta;99;O43;V8.0;02JUL2017:00:00:00;
O439;Anomalie du placenta, sans précision;99;O43;V8.0;02JUL2017:00:00:00;
O44;Placenta praevia;99;O44;V8.0;02JUL2017:00:00:00;
O440;Placenta praevia précisé sans hémorragie;99;O44;V8.0;02JUL2017:00:00:00;
O441;Placenta praevia avec hémorragie;99;O44;V8.0;02JUL2017:00:00:00;
O45;Décollement prématuré du placenta [hématome rétro-placentaire];99;O45;V8.0;02JUL2017:00:00:00;
O450;Décollement prématuré du placenta avec anomalie de la coagulation;99;O45;V8.0;02JUL2017:00:00:00;
O458;Autres décollements prématurés du placenta;99;O45;V8.0;02JUL2017:00:00:00;
O459;Décollement prématuré du placenta, sans précision;99;O45;V8.0;02JUL2017:00:00:00;
O46;Hémorragie précédant l'accouchement, non classée ailleurs;99;O46;V8.0;02JUL2017:00:00:00;
O460;Hémorragie précédant l'accouchement avec anomalie de la coagulation;99;O46;V8.0;02JUL2017:00:00:00;
O468;Autres hémorragies précédant l'accouchement;99;O46;V8.0;02JUL2017:00:00:00;
O469;Hémorragie précédant l'accouchement, sans précision;99;O46;V8.0;02JUL2017:00:00:00;
O47;Faux travail;99;O47;V8.0;02JUL2017:00:00:00;
O470;Faux travail avant 37 semaines entières de gestation [Menace d'accouchement prématuré];99;O47;V8.0;02JUL2017:00:00:00;
O471;Faux travail à ou après la 37ème semaine entière de gestation;99;O47;V8.0;02JUL2017:00:00:00;
O479;Faux travail, sans précision;99;O47;V8.0;02JUL2017:00:00:00;
O48;Grossesse prolongée;99;O48;V8.0;02JUL2017:00:00:00;
O60;Travail et accouchement prématurés [avant terme];99;O60;V8.0;02JUL2017:00:00:00;
O600;Travail prématuré sans accouchement;99;O60;V8.0;02JUL2017:00:00:00;
O601;Travail prématuré spontané avec accouchement prématuré;99;O60;V8.0;02JUL2017:00:00:00;
O602;Travail prématuré spontané avec accouchement à terme;99;O60;V8.0;02JUL2017:00:00:00;
O603;Accouchement prématuré sans travail spontané;99;O60;V8.0;02JUL2017:00:00:00;
O61;Échec du déclenchement du travail;99;O61;V8.0;02JUL2017:00:00:00;
O610;Échec du déclenchement médical (du travail);99;O61;V8.0;02JUL2017:00:00:00;
O611;Échec du déclenchement instrumental (du travail);99;O61;V8.0;02JUL2017:00:00:00;
O618;Autres échecs du déclenchement du travail;99;O61;V8.0;02JUL2017:00:00:00;
X358;Éruption volcanique, autres lieux précisés;99;X35;V8.0;02JUL2017:00:00:00;
